Question,Choice,Reviewed,Clean,Answers,Company,Date Created,ID,Position Title,NA Type
" Technical round with manager/data scientist, take home project, onsite panel rounds covering multiple topics.",,,,Tealium,"Apr 7, 2019",InterviewQuestionResult_2278,Data Scientist,,
What is the biggest challenge in your work and how did you overcome it?,,,,Amazon Lab126,"Apr 7, 2019",InterviewQuestionResult_2279,Data Scientist,,
Share your experience working with large dataset.,,,,Parkland Health & Hospital System,"Apr 7, 2019",InterviewQuestionResult_197,Machine Learning Engineer,,
Tell me about why you changed from ... major to ... major.,,,,Oldcastle,"Apr 7, 2019",InterviewQuestionResult_4055,Data Analyst,,
tell us about you,,,,TEG,"Apr 7, 2019",InterviewQuestionResult_4056,Data Analyst,,
How would you implement a For Loop in a scripting language,,,,Comcast,"Apr 6, 2019",InterviewQuestionResult_4051,Data Analyst,,
Talk about your resume,,,,Alibaba Group,"Apr 6, 2019",InterviewQuestionResult_4052,Data Analyst,,
" Standard interview questions, lots of problem solving activities.",,,,Clip,"Apr 6, 2019",InterviewQuestionResult_4053,Data Analyst,,
Would you be willing to learn python,,,,Groundspeed,"Apr 6, 2019",InterviewQuestionResult_4054,Data Analyst,,
" Find max min avg of the order by date, customer, product, state. Coding was easy pretty much what people already posted here.",1,1,,Facebook,"Apr 6, 2019",InterviewQuestionResult_966,Data Engineer,,
Maths behind ml,,,,Ericsson-Worldwide,"Apr 5, 2019",InterviewQuestionResult_2276,Data Scientist Gaia,,
Describe in detail your favorite project in the past,,,,LiveRamp,"Apr 5, 2019",InterviewQuestionResult_2277,Data Scientist,,
if you have problems with a co worker what will you do?,,,,Kindred Healthcare,"Apr 5, 2019",InterviewQuestionResult_4048,Certified Phlebotomist,,
Business CAse studies on a phone interview.,,,,Fashom,"Apr 5, 2019",InterviewQuestionResult_4049,Business Data Analyst,,
" You have to put back some ice cream before it melts, but you see a customer who makes eye contact with you. What do you do?",,,,WinCo Foods,"Apr 5, 2019",InterviewQuestionResult_4050,Cashier,,
Walk through the creation of a device map.,,,,Wayfair,"Apr 4, 2019",InterviewQuestionResult_2275,Data Scientist,,
" Cannot disclose specifics but expect a variety of interview formats such as algo, system design, and machine learning case study. ",,,,Samsara,"Apr 4, 2019",InterviewQuestionResult_196,Machine Learning Engineer,,
Name a time you had to solve a problem,,,,Bloomberg L.P.,"Apr 4, 2019",InterviewQuestionResult_4044,Marketing Data Analyst,,
Implementing an SQL wildcard. Joining two tables with the other table having NULL ID's.,1,1,,OptionMetrics,"Apr 4, 2019",InterviewQuestionResult_4045,Data Quality Analyst,,
Tell me about yourself?,,,,Frutarom,"Apr 4, 2019",InterviewQuestionResult_4046,Assistant Research Data Analyst,,
" Philosophical data science question which showed how dated the PetSmart infrastructure is. Interview questions were disassociated from position requirements. My assessment after 4 - 5 hours, PetSmart interviewers knew very little about the subject matter.",,,,PetSmart,"Apr 4, 2019",InterviewQuestionResult_4047,Data Analyst,,
" Python Data Structure questions. How do you find the right person to recommend the right products using machine learning? If I gave you whole Jetblue data-sets on Friday, how do you come to me on Monday ?",1,1,,JetBlue,"Apr 4, 2019",InterviewQuestionResult_965,Data Engineer (JetBlue Travel Products),,
General CS basics and an online coding challenge,,,,Facebook,"Apr 3, 2019",InterviewQuestionResult_2271,Data Scientist,,
Tell me about your yourself and your past experiences.,,,,TE Connectivity,"Apr 3, 2019",InterviewQuestionResult_2272,Rotation Engineer,,
Past projects,,,,Asurion,"Apr 3, 2019",InterviewQuestionResult_2273,Data Scientist,,
My past projects,,,,Asurion,"Apr 3, 2019",InterviewQuestionResult_2274,Data Scientist,,
Why do you want to work at Bloomberg?,,,,Bloomberg L.P.,"Apr 3, 2019",InterviewQuestionResult_4040,Marketing Data Analyst,,
when will there be more dead profiles on Facebook than alive ones,1,1,,Criteo,"Apr 3, 2019",InterviewQuestionResult_4041,Data Analyst,,
" phone screen, oa, data challenge, onsite. onsite has three parts, 2 case and 1 presentation of data challenge. Not hard don't worry. And caser is extremely friendly and inspiring.",,,,Capital One,"Apr 3, 2019",InterviewQuestionResult_4042,Senior Data Analyst,,
Tell me about how you would calculate NPV in excel?,1,1,,Amazon,"Apr 3, 2019",InterviewQuestionResult_4043,Tax Data Analyst,,
" Starting from white board coding to machine leaning algorithms, they asked everything. It's important for someone to understand the basics. ",,,,Cray,"Apr 2, 2019",InterviewQuestionResult_2267,Data Scientist,,
What will you do when a disagreement occurs?,,,,CentralSquare Technologies,"Apr 2, 2019",InterviewQuestionResult_2268,Data Scientist,,
Walk me through a past project of yours,,,,MINDBODY,"Apr 2, 2019",InterviewQuestionResult_2269,Data Scientist,,
What is your experience with SQL?,,,,MINDBODY,"Apr 2, 2019",InterviewQuestionResult_2270,Data Scientist,,
Assessment,,,,CentralSquare Technologies,"Apr 2, 2019",InterviewQuestionResult_4039,Data Analyst Interview,,
Product and sql questions,,,,Facebook,"Apr 1, 2019",InterviewQuestionResult_2255,Data Scientist,,
" They asked a lot of questions like machine learning algorithms, basic statistics, knowledge of R and Python and also about projects you did with your current employer.",,,,Zurich North America,"Apr 1, 2019",InterviewQuestionResult_2256,Data Scientist,,
Calculate Compound Interest rate?,,,,Viagogo,"Apr 1, 2019",InterviewQuestionResult_2257,Data Scientist,,
Tell me about previous projects you have worked on.,,,,6sense,"Apr 1, 2019",InterviewQuestionResult_2258,Data Scientist,,
What sort of role are you looking for?,,,,Leon Management Group,"Apr 1, 2019",InterviewQuestionResult_2259,Data Scientist,,
What are your hobbies?,,,,Leon Management Group,"Apr 1, 2019",InterviewQuestionResult_2260,Data Scientist,,
Where do you see yourself in 5 years?,,,,Leon Management Group,"Apr 1, 2019",InterviewQuestionResult_2261,Data Scientist,,
How you define success?,,,,Leon Management Group,"Apr 1, 2019",InterviewQuestionResult_2262,Data Scientist,,
" Given a scenario X - figure out the probability of A, probability of A given B, etc. Draw out the distribution of users in scenario Y - figure out what the mean, median, and xth percentile is. ",1,1,,Facebook,"Apr 1, 2019",InterviewQuestionResult_2263,Data Scientist,,
" Given a table of users, dates, statuses, etc. - calculate the ratio X grouped by Y on day Z. Call out edge cases - don't assume anything about the data without clarifying.",1,1,,Facebook,"Apr 1, 2019",InterviewQuestionResult_2264,Data Scientist,,
Suppose FB wants to launch feature X on product Y - how would you assess whether or not this is a good idea? How about when standard AB Testing does not work?,1,1,,Facebook,"Apr 1, 2019",InterviewQuestionResult_2265,Data Scientist,,
Why do you think you fit in to the culture of a online sales platform?,,,,Viagogo,"Apr 1, 2019",InterviewQuestionResult_2266,Data Scientist,,
How would you market us to get more clients and awareness to the public to what we do?,,,,Gift Of Life Donor Program,"Apr 1, 2019",InterviewQuestionResult_4037,Data Analyst,,
Where do you see yourself in 5 years?,,,,MRI Software,"Apr 1, 2019",InterviewQuestionResult_4038,Financial Data Analyst,,
Where do you see yourself in the next 5 years.,,,,Boston Consulting Group,"Apr 1, 2019",InterviewQuestionResult_562,Delivery Analyst - Product Business,,
Tell me about a time when you had to do what was right instead of doing what was easy.,,,,HubSpot,"Apr 1, 2019",InterviewQuestionResult_563,Product Analyst,,
" Hiring manager talked about my profile. Past experience and basic questions about how I will be fit for the role Senior data analyst asked Behavioral questions. About A/B testing, case study and KPI’s.",,,,Evernote,"Mar 31, 2019",InterviewQuestionResult_4035,Data Analyst,,
A mini project on designing a DATABASE for Library management system using MySQL.,,,,Clobotics,"Mar 31, 2019",InterviewQuestionResult_4036,Data Analyst,,
How would you implement gradient decent?,1,1,,Apple,"Mar 30, 2019",InterviewQuestionResult_195,Machine Learning Engineer,,
Tell me about yourself,,,,IntegriChain,"Mar 30, 2019",InterviewQuestionResult_4034,Data Analyst,,
Case study to determine criteria on how to judge if the news feed content is actually helpful or not,,,,LinkedIn,"Mar 30, 2019",InterviewQuestionResult_964,Data Engineer,,
For Stage 1: I was asked to write a code for a Fibonacci sequence.,,,,Visa Inc.,"Mar 29, 2019",InterviewQuestionResult_2249,Data Scientist,,
" I know this asks questions you were asked, but I want to say here what they DON'T ask. After 3 interviews with them (all of which ended in hard or ""soft"" offers), they never asked silly arbitrary questions or anything personally probing. No questions about ""what animal you'd be"" or ""who would you have dinner with -- dead or alive"". ",,,,Excella,"Mar 29, 2019",InterviewQuestionResult_2250,Data Scientist,,
They gave a hypothetical dataset from a relational database and asked how I'd analyze data from two different tables. The challenge was there was no common key between them.,1,1,,Excella,"Mar 29, 2019",InterviewQuestionResult_2251,Data Scientist,,
" We're a relatively new division, what can you bring to us?",,,,Eddie Bauer,"Mar 29, 2019",InterviewQuestionResult_2252,Data Scientist,,
How are you going to build an ads bidding strategy and persuade high level management it is going to be profitable?,1,1,,Pocket Gems,"Mar 29, 2019",InterviewQuestionResult_2253,Data Scientist,,
" I did the phone call interview, just asked my background and what I want to do",,,,Google,"Mar 29, 2019",InterviewQuestionResult_2254,Data Scientist,,
" Past projects, what exits me about Lime?",,,,Lime,"Mar 29, 2019",InterviewQuestionResult_194,Machine Learning Engineer,,
" 25 horse puzzle, 8 coins puzzle",1,1,,EXL Service,"Mar 29, 2019",InterviewQuestionResult_4030,Data Analyst,,
" Python, tuple list difference, *kwargs, one case study",1,1,,EXL Service,"Mar 29, 2019",InterviewQuestionResult_4031,Data Analyst,,
" VBA, pivot cache, vlookup, screen updating",,,,EXL Service,"Mar 29, 2019",InterviewQuestionResult_4032,Data Analyst,,
Case study about active campaign business in Sydney.,,,,ActiveCampaign,"Mar 29, 2019",InterviewQuestionResult_4033,Data Analyst,,
Casual not too technical interview questions like difference between hive internal and external table and if i have performance tuned hadoop sometime.,,,,Community Health Systems,"Mar 29, 2019",InterviewQuestionResult_962,Big Data Engineer,,
" ""sort colors"" algorithms problem.",,,,Yelp,"Mar 29, 2019",InterviewQuestionResult_963,Software Engineer Data Mining,,
How would you conduct an A/B test?,,,,Apple,"Mar 28, 2019",InterviewQuestionResult_2245,Data Scientist,,
Explain how Bayesian optimization works (I had it on my resume),,,,Asurion,"Mar 28, 2019",InterviewQuestionResult_2246,Data Scientist,,
Explain how gradient descent works with logistic regression as an example case,,,,Asurion,"Mar 28, 2019",InterviewQuestionResult_2247,Data Scientist,,
Lots of scenario based questions about formulating data science problems,,,,Asurion,"Mar 28, 2019",InterviewQuestionResult_2248,Data Scientist,,
what is a p value,,,,Root Insurance,"Mar 28, 2019",InterviewQuestionResult_561,Product Analyst,,
Heavily statistical interview with the Senior Data Scientist. 1 case study in person. 1 behavioral interview.,,,,PwC,"Mar 27, 2019",InterviewQuestionResult_2238,Data Scientist,,
Normal Data Scientist questions and one take-home challenge,,,,Noodle.ai,"Mar 27, 2019",InterviewQuestionResult_2239,Senior Data Scientist,,
Case studies. What's the difference between data analyst and data scientist. Some questions related to economy and lift modelling and casual inference and experimentation.,,,,Wayfair,"Mar 27, 2019",InterviewQuestionResult_2240,Data Scientist,,
" Providing a :60 window for answering, asked: Verbally construct a naive bases algorithm for predicting the color of a card, given provided sets of conditional probabilities ",1,1,,Omnicom,"Mar 27, 2019",InterviewQuestionResult_2241,Senior Data Scientist,,
How do you show people the model results and the process,,,,Onyx CenterSource,"Mar 27, 2019",InterviewQuestionResult_2242,Data Scientist,,
" More about ML algorithms like KNN, Random forest, DT, Neural net, Reinforcement Learning, cloud related questions like AWS s3, Databricks etc.",,,,McKesson,"Mar 27, 2019",InterviewQuestionResult_2243,Senior Data Scientist,,
Statistics Related Questions.,,,,McKesson,"Mar 27, 2019",InterviewQuestionResult_2244,Senior Data Scientist,,
Q.Tell me about yourself. Q. What was the most difficult situation faced at work. Q. Describe the project you are most proud of?,,,,Southwest Airlines,"Mar 27, 2019",InterviewQuestionResult_4029,Data Analyst,,
Tell us about yourself?,,,,Nasdaq,"Mar 27, 2019",InterviewQuestionResult_560,Product Analyst,,
" Onsite Interview: Cannot give specifics as I had signed NDA, but it is a real-world case study. You have to create Dimensional model and then write queries on whiteboard based on interviewer's requirements. Knowing ""Key-Operating Metrics"" is highly recommended.",,,,Facebook,"Mar 27, 2019",InterviewQuestionResult_959,Data Engineer,,
